Mod:Item:MetaData, Localized Name
fossil:triceratops_dna, Triceratops DNA
fossil:triceratops_egg:0, Triceratops Egg
fossil:triceratops_meat, Triceratops Meat
fossil:triceratops_cooked, Cooked Triceratops Meat
fossil:velociraptor_dna, Velociraptor DNA
fossil:velociraptor_egg:0, Velociraptor Egg
fossil:velociraptor_meat, Velociraptor Meat
fossil:velociraptor_cooked, Cooked Velociraptor Meat
fossil:tyrannosaurus_dna, Tyrannosaurus DNA
fossil:tyrannosaurus_egg:0, Tyrannosaurus Egg
fossil:tyrannosaurus_meat, Tyrannosaurus Meat
fossil:tyrannosaurus_cooked, Cooked Tyrannosaurus Meat
fossil:pterosaur_dna, Pteranodon DNA
fossil:pterosaur_egg:0, Pteranodon Egg
fossil:pterosaur_meat, Pteranodon Meat
fossil:pterosaur_cooked, Cooked Pteranodon Meat
fossil:plesiosaur_dna, Plesiosaurus DNA
fossil:plesiosaur_egg:0, Plesiosaurus Sac
fossil:plesiosaur_meat, Plesiosaurus Meat
fossil:plesiosaur_cooked, Cooked Plesiosaurus Meat
fossil:mosasaurus_dna, Mosasaurus DNA
fossil:mosasaurus_egg:0, Mosasaurus Sac
fossil:mosasaurus_meat, Mosasaurus Meat
fossil:mosasaurus_cooked, Cooked Mosasaurus Meat
fossil:stegosaurus_dna, Stegosaurus DNA
fossil:stegosaurus_egg:0, Stegosaurus Egg
fossil:stegosaurus_meat, Stegosaurus Meat
fossil:stegosaurus_cooked, Cooked Stegosaurus Meat
fossil:dilophosaurus_dna, Dilophosaurus DNA
fossil:dilophosaurus_egg:0, Dilophosaurus Egg
fossil:dilophosaurus_meat, Dilophosaurus Meat
fossil:dilophosaurus_cooked, Cooked Dilophosaurus Meat
fossil:brachiosaurus_dna, Brachiosaurus DNA
fossil:brachiosaurus_egg:0, Brachiosaurus Egg
fossil:brachiosaurus_meat, Brachiosaurus Meat
fossil:brachiosaurus_cooked, Cooked Brachiosaurus Meat
fossil:spinosaurus_dna, Spinosaurus DNA
fossil:spinosaurus_egg:0, Spinosaurus Egg
fossil:spinosaurus_meat, Spinosaurus Meat
fossil:spinosaurus_cooked, Cooked Spinosaurus Meat
fossil:compsognathus_dna, Compsognathus DNA
fossil:compsognathus_egg:0, Compsognathus Egg
fossil:compsognathus_meat, Compsognathus Meat
fossil:compsognathus_cooked, Cooked Compsognathus Meat
fossil:ankylosaurus_dna, Ankylosaurus DNA
fossil:ankylosaurus_egg:0, Ankylosaurus Egg
fossil:ankylosaurus_meat, Ankylosaurus Meat
fossil:ankylosaurus_cooked, Cooked Ankylosaurus Meat
fossil:pachycephalosaurus_dna, Pachycephalosaurus DNA
fossil:pachycephalosaurus_egg:0, Pachycephalosaurus Egg
fossil:pachycephalosaurus_meat, Pachycephalosaurus Meat
fossil:pachycephalosaurus_cooked, Cooked Pachycephalosaurus Meat
fossil:deinonychus_dna, Deinonychus DNA
fossil:deinonychus_egg:0, Deinonychus Egg
fossil:deinonychus_meat, Deinonychus Meat
fossil:deinonychus_cooked, Cooked Deinonychus Meat
fossil:gallimimus_dna, Gallimimus DNA
fossil:gallimimus_egg:0, Gallimimus Egg
fossil:gallimimus_meat, Gallimimus Meat
fossil:gallimimus_cooked, Cooked Gallimimus Meat
fossil:liopleurodon_dna, Liopleurodon DNA
fossil:liopleurodon_egg:0, Liopleurodon Sac
fossil:liopleurodon_meat, Liopleurodon Meat
fossil:liopleurodon_cooked, Cooked Liopleurodon Meat
fossil:allosaurus_dna, Allosaurus DNA
fossil:allosaurus_egg:0, Allosaurus Egg
fossil:allosaurus_meat, Allosaurus Meat
fossil:allosaurus_cooked, Cooked Allosaurus Meat
fossil:sarcosuchus_dna, Sarcosuchus DNA
fossil:sarcosuchus_egg:0, Sarcosuchus Egg
fossil:sarcosuchus_meat, Sarcosuchus Meat
fossil:sarcosuchus_cooked, Cooked Sarcosuchus Meat
fossil:ceratosaurus_dna, Ceratosaurus DNA
fossil:ceratosaurus_egg:0, Ceratosaurus Egg
fossil:ceratosaurus_meat, Ceratosaurus Meat
fossil:ceratosaurus_cooked, Cooked Ceratosaurus Meat
fossil:dryosaurus_dna, Dryosaurus DNA
fossil:dryosaurus_egg:0, Dryosaurus Egg
fossil:dryosaurus_meat, Dryosaurus Meat
fossil:dryosaurus_cooked, Cooked Dryosaurus Meat
fossil:therizinosaurus_dna, Therizinosaurus DNA
fossil:therizinosaurus_egg:0, Therizinosaurus Egg
fossil:therizinosaurus_meat, Therizinosaurus Meat
fossil:therizinosaurus_cooked, Cooked Therizinosaurus
fossil:parasaurolophus_dna, Parasaurolophus DNA
fossil:parasaurolophus_egg:0, Parasaurolophus Egg
fossil:parasaurolophus_meat, Parasaurolophus Meat
fossil:parasaurolophus_cooked, Cooked Parasaurolophus Meat
fossil:citipati_dna, Citipati DNA
fossil:citipati_egg:0, Citipati Egg
fossil:citipati_meat, Citipati Meat
fossil:citipati_cooked, Cooked Citipati Meat
fossil:diplodocus_dna, Diplodocus DNA
fossil:diplodocus_egg:0, Diplodocus Egg
fossil:diplodocus_meat, Diplodocus Meat
fossil:diplodocus_cooked, Cooked Diplodocus Meat
fossil:ornitholestes_dna, Ornitholestes DNA
fossil:ornitholestes_egg:0, Ornitholestes Egg
fossil:ornitholestes_meat, Ornitholestes Meat
fossil:ornitholestes_cooked, Cooked Ornitholestes Meat
fossil:henodus_dna, Henodus DNA
fossil:henodus_egg:0, Henodus Sac
fossil:henodus_meat, Henodus Meat
fossil:henodus_cooked, Cooked Henodus Meat
fossil:icthyosaurus_dna, Ichthyosaurus DNA
fossil:icthyosaurus_egg:0, Ichthyosaurus Sac
fossil:icthyosaurus_meat, Ichthyosaurus Meat
fossil:icthyosaurus_cooked, Cooked Ichthyosaurus Meat
fossil:meganeura_dna, Meganeura DNA
fossil:meganeura_egg:0, Meganeura Eggs
fossil:meganeura_meat, Meganeura Meat
fossil:meganeura_cooked, Cooked Meganeura Meat
fossil:megalograptus_dna, Megalograptus DNA
fossil:megalograptus_egg:0, Megalograptus Eggs
fossil:megalograptus_meat, Megalograptus Meat
fossil:megalograptus_cooked, Cooked Megalograptus Meat
fossil:confuciusornis_dna, Confuciusornis DNA
fossil:confuciusornis_egg, Confuciusornis Egg
fossil:confuciusornis_egg_cultivated, Cultivated Confuciusornis Egg
fossil:confuciusornis_meat, Confuciusornis Meat
fossil:confuciusornis_cooked, Cooked Confuciusornis Meat
fossil:dodo_dna, Dodo DNA
fossil:dodo_egg, Dodo Egg
fossil:dodo_egg_cultivated, Cultivated Dodo Egg
fossil:dodo_meat, Dodo Meat
fossil:dodo_cooked, Cooked Dodo Meat
fossil:gastornis_dna, Gastornis DNA
fossil:gastornis_egg, Gastornis Egg
fossil:gastornis_egg_cultivated, Cultivated Gastornis Egg
fossil:gastornis_meat, Gastornis Meat
fossil:gastornis_cooked, Cooked Gastornis Meat
fossil:kelenken_dna, Kelenken DNA
fossil:kelenken_egg, Kelenken Egg
fossil:kelenken_egg_cultivated, Cultivated Kelenken Egg
fossil:kelenken_meat, Kelenken Meat
fossil:kelenken_cooked, Cooked Kelenken Meat
fossil:phorusrhacos_dna, Phorusrhacos DNA
fossil:phorusrhacos_egg, Phorusrhacos Egg
fossil:phorusrhacos_egg_cultivated, Cultivated Phorusrhacos Egg
fossil:phorusrhacos_meat, Phorusrhacos Meat
fossil:phorusrhacos_cooked, Cooked Phorusrhacos Meat
fossil:titanis_dna, Titanis DNA
fossil:titanis_egg, Titanis Egg
fossil:titanis_egg_cultivated, Cultivated Titanis Egg
fossil:titanis_meat, Titanis Meat
fossil:titanis_cooked, Cooked Titanis Meat
fossil:mammoth_dna, Mammoth DNA
fossil:mammoth_syringe, Mammoth Embryo
fossil:mammoth_meat, Mammoth Meat
fossil:mammoth_cooked, Cooked Mammoth Meat
fossil:smilodon_dna, Smilodon DNA
fossil:smilodon_syringe, Smilodon Embryo
fossil:smilodon_meat, Smilodon Meat
fossil:smilodon_cooked, Cooked Smilodon Meat
fossil:quagga_dna, Quagga DNA
fossil:quagga_syringe, Quagga Embryo
fossil:quagga_meat, Quagga Meat
fossil:quagga_cooked, Cooked Quagga Meat
fossil:elasmotherium_dna, Elasmotherium DNA
fossil:elasmotherium_syringe, Elasmotherium Embryo
fossil:elasmotherium_meat, Elasmotherium Meat
fossil:elasmotherium_cooked, Cooked Elasmotherium Meat
fossil:megaloceros_dna, Megaloceros DNA
fossil:megaloceros_syringe, Megaloceros Embryo
fossil:megaloceros_meat, Megaloceros Meat
fossil:megaloceros_cooked, Cooked Megaloceros Meat
fossil:megalania_dna, Megalania DNA
fossil:megalania_egg:0, Megalania Egg
fossil:megalania_meat, Megalania Meat
fossil:megalania_cooked, Cooked Megalania Meat
fossil:megalodon_dna, Megalodon DNA
fossil:megalodon_egg:0, Megalodon Sac
fossil:megalodon_meat, Megalodon Meat
fossil:megalodon_cooked, Cooked Megalodon Meat
fossil:platybelodon_dna, Platybelodon DNA
fossil:platybelodon_syringe, Platybelodon Embryo
fossil:platybelodon_meat, Platybelodon Meat
fossil:platybelodon_cooked, Cooked Platybelodon Meat
fossil:tiktaalik_dna, Tiktaalik DNA
fossil:tiktaalik_egg:0, Tiktaalik Egg
fossil:tiktaalik_meat, Tiktaalik Meat
fossil:tiktaalik_cooked, Cooked Tiktaalik Meat
fossil:crassigyrinus_dna, Crassigyrinus DNA
fossil:crassigyrinus_egg:0, Crassigyrinus Egg
fossil:crassigyrinus_meat, Crassigyrinus Meat
fossil:crassigyrinus_cooked, Cooked Crassigyrinus Meat
fossil:diplocaulus_dna, Diplocaulus DNA
fossil:diplocaulus_egg:0, Diplocaulus Egg
fossil:diplocaulus_meat, Diplocaulus Meat
fossil:diplocaulus_cooked, Cooked Diplocaulus Meat
fossil:edaphosaurus_dna, Edaphosaurus DNA
fossil:edaphosaurus_egg:0, Edaphosaurus Egg
fossil:edaphosaurus_meat, Edaphosaurus Meat
fossil:edaphosaurus_cooked, Cooked Edaphosaurus Meat
fossil:arthropleura_dna, Arthropleura DNA
fossil:arthropleura_egg:0, Arthropleura Eggs
fossil:arthropleura_meat, Arthropleura Meat
fossil:arthropleura_cooked, Cooked Arthropleura Meat
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
globalxp:xp_block, XP Block
hole_filler_mod:throwable_hole_filler, Hole Filler
hole_filler_mod:throwable_hole_filler_balanced, Hole Filler - Balanced
hole_filler_mod:throwable_hole_filler_smart, Hole Filler - Smart
hole_filler_mod:throwable_hole_filler_water, Hole Filler - Water
hole_filler_mod:throwable_hole_filler_lava, Hole Filler - Lava
hole_filler_mod:throwable_hole_filler_light, Hole Filler - Light
hole_filler_mod:throwable_hole_filler_dark, Hole Filler - Dark
ee:end_info_book, Guide to the End
ee:key, Lamented End Key
ee:ash_key, Ash End Key
ee:lamented,  Lamented Eye
ee:sword, Random Sword
ee:purple_crystal_item, Pure Crystal
ee:purple_chunk, Pure Crystal Chunk
ee:red_crystal_item, Lustrian Crystal
ee:red_chunk, Lustrian Crystal Chunk
ee:green_crystal_item, Vacuian Crystal
ee:green_chunk, Vacuian Crystal Chunk
ee:infused_crystal, Infused Crystal
ee:infusion_core, Infusion Core
ee:stalker_hide, Stalker Hide
ee:carapace, Parasite Carapace
ee:dark_ingot, Dark Ingot
ee:red_sword, Lustrian Sword
ee:dark_helmet, Dark Helmet
ee:dark_chestplate, Dark Chestplate
ee:endfall_helmet, End Fall Helmet
ee:endfall_chestplate, End Fall Chestplate
ee:endfall_leggings, End Fall Leggings
ee:endfall_boots, End Fall Boots
ee:amber_helmet, Cordium Helmet
ee:amber_chestplate, Cordium Chestplate
ee:amber_leggings, Cordium Leggings
ee:amber_boots, Cordium Boots
ee:lamented_islands_item, Lamented Islands Painting
ee:amber_raw, Raw Cordium
ee:amber_axe, Cordium Axe
ee:pure_axe, The End's Revolt
ee:red_axe, Lustrian Axe
ee:amber_sword, Cordium Sword
ee:chomper_tooth, Chomper Tooth
ee:brick_rod, Ashed Brick Rod
ee:amber_ingot, Cordium Ingot
ee:bug_food, Parasite Flesh
ee:soul, Stalled Soul
ee:plate, Guilder Plate
ee:medal,  Forgotten Medallion
ee:durable_shield, Guilded Shield
ee:endfall_sword, End Fall Sword
ee:end_bow, End Fall Bow
ee:endfall_pickaxe, Infused Pickaxe
ee:efstaff, End Fall Staff
ee:projpurp, Purple Projectile
ee:obi_coin, Avalon's Bane
ee:gun:0, Propulsion Gun
ee:heal_food, Turium Bulb
ee:king_crown, Crown of A Past Era
ee:amber_dagger, Cordium Dagger
ee:amber_pickaxe, Cordium Pickaxe
ee:arena_key_1, Barrend Arena Key Tier 1
ee:arena_key_2, Barrend Arena Key Tier 2
ee:arena_key_3, Barrend Arena Key Tier 3
ee:arena_key_4, Barrend Arena Key Tier 4
ee:arena_key_5, Barrend Arena Key Tier 5
ee:bloodweed_refined, Refined Bloodweed
ee:lidoped_shell, Lidoped Shell
ee:lidoped_helmet, Lidoped Helmet
ee:spirit_goop, Mad Spirit Goop
ee:lidoped_bucket, Bucket with a
ee:ultra_goop, Enchanted Goop Concoction
ee:memory_stone, Memorium Stone
ee:blood_reinforce, Bloodweed Reinforcement Kit
ee:barrend_tablet, Malid's Protection
ee:madness_trinket, Talisman of the Agile
ee:mad_trinket, Talisman of the Mad
ee:bold_trinket, Talisman of the Bold
ee:madness_berries, Spirit Berries
ee:amber_sword_reinforced, Reinforced Cordium Sword
ee:amber_dagger_reinforced, Reinforced Cordium Dagger
ee:red_sword_reinforced, Reinforced Lustrian Sword
ee:red_axe_reinforced, Reinforced Lustrian Axe
ee:mod_arrow_unholy, Lustrian Tipped Arrow
ee:mod_arrow_green, Vacuian Tipped Arrow
ee:mod_arrow_chomper, Chomper Arrow
ee:bomb_proj, Avalon Projectile
ee:green_orb, Barrend Projectile
ee:parasitebomb, Charged Parasite Bomb
ee:invisible, Invisible
ee:crystalball, Crystal Ball
ee:spinsword, Thousand Swords
ee:lamented_end_stone, Lamented End Stone
ee:key_block, End Dungeon Key Block
ee:ash_key_block, Ashed Key Block
ee:purple_crystal, Pure Crystal Block
ee:purple_crystal_top, Small Pure Crystal Block
ee:green_crystal, Vacuian Crystal Block
ee:green_crystal_top, Small Vacuian Crystal Block
ee:red_crystal, Lustrian Crystal Block
ee:red_crystal_top, Small Lustrian Crystal Block
ee:end_ash, Ashed End Stone
ee:ash_brick, Ashed Brick
ee:ash_brick_stairs, Ashed Brick Stairs
ee:end_stone_stairs, End Stone Brick Stairs
ee:ash_brick_half:0, Ashed Brick Slab
ee:end_brick_half:0, End Stone Brick Slab
ee:ash_brick_wall, Ashed Brick Wall
ee:stone_brick_wall, Stone Brick Wall
ee:end_stone_wall, End Stone Brick Wall
ee:ash_brick_pillar, Ashed Pillar
ee:ash_chisle, Chiseled Ashed Brick
ee:ash_skull, Chiseled Ashed Skull Brick
ee:red_lamp, Red Lamp
ee:ash_trap_floor, Ash Trap Block
ee:end_door, Ashed Door Creator
ee:ash_door, Ashed Keyhole
ee:reverse_off, Reverse Block
ee:reverse_on, Reverse Block Activated
ee:source_off, Source Block
ee:source_on, Source Block Activated
ee:brown_stone, Burnt End Stone
ee:amber_ore, Cordium Ore
ee:amber_torch, Cordium Torch
ee:eyed_obi, Ancient Eyed Obsidian
ee:smooth_obi, Ancient Smooth Obsidian
ee:obi_health, Avalon's Health Orb
ee:brown_brick, Burnt End Brick
ee:brown_smooth, Burnt Smooth End Stone
ee:sprout_plant, Depths Sprout
ee:sprout_vine, Depths Vine
ee:bare_vine, Barrend Blood Vine
ee:sprout_stone, Depths Covered Stone
ee:mini_nuke, Mini-Nuke
ee:end_pillar, End Stone Brick Alternative
ee:compulsor, End Compulsor
ee:ash_chute, Ashed Geyser
ee:end_h_plant, Turium Plant
ee:end_barrier, Lustrian Barrier
ee:bare_sand, Barrend Essand
ee:bare_stone, Barrend Stone
ee:bare_stone_cobble, Barrend Cobblestone
ee:bare_stairs, Barrend Stone Stairs
ee:eye_stone, Barrend Decoration Stone
ee:eye_stone_lit, Barrend Madness Stone
ee:bare_planks, Barrend Wood Planks
ee:bare_planks_stairs, Barrend Wood Stairs
ee:bare_planks_half:0, Barrend Wood Slab
ee:unending_arena, Barrend Arena Spawner
ee:bare_stone_smooth, Barrend Smooth Stone
ee:bare_stone_wall, Smooth Barrend Stone Wall
ee:bare_bricks, Barrend Dungeon Bricks
ee:bare_bricks_hole, Worn Barrend Dungeon Bricks
ee:bare_bricks_crack, Cracked Barrend Dungeon Bricks
ee:bare_small_pot, Small Crypt Pot
ee:bare_door, Barrend Gate
ee:bare_door_connect, Barrend Gate Connector
ee:bare_stone_half:0, Barrend Stone Slab
ee:bare_plant, Barrend Blood Weed
ee:bare_grass, Barrend Grass
ee:bare_acid, Barrend Goop
ee:bare_leaves, Barrend Leaves
ee:bare_bark, Barrend Log
ee:bare_bark_hole, Barrend Log Hole
ee:bark_hole_filled, Barrend Filled Log
ee:mega_structure_block, Mega Structure Block
ee:door_on, Ashed Key Activated
ee:lighting_updater, tile.lighting_updater.name
ee:disappearing_spawner, Disappearing Spawner
ee:ash_spawner, Disappearing Spawner Ash
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
